episode_id,episode_name,release_date,episode_description,views,estimatedMinutesWatched,averageViewDuration,averageViewPercentage,subscribersGained,subscribersLost,likes,dislikes,comments,shares,thumbnail_url,thumbnail_url_maxres
6bL24eHvwoc,Boris Johnson They Were Looking at Engineering the Virus The Government Tried To Bribe Me,2024-10-10,"Boris Johnson is the former UK Prime Minister, serving from 2019 to 2022. He was the 55th Prime Minister, led through 3 of the biggest crises of the last century, and is one of the most controversial characters in the history of the United Kingdom. Boris Johnson is now ‘unleashed’.

00:00 Intro
02:53 What Do We Need To Understand About Your Early Years
05:20 Glue Ear Making You Deaf
06:15 Your Mother Charlotte
08:55 Why Was Your Mother Sent To A Psychiatric Ward
11:46 Why Did Your Mother Say You Were ""Self Defending""
13:41 Why Did Your Parents Divorce?
15:10 Was There Physical Violence In The Household?
15:57 What Did Your Parents Teach You About Marriage And Love
18:32 Is Your Public Persona A Marketing Strategy?
25:04 The Imbalance Of The UK's Class System
28:53 Has The Conservative Government Done Enough To Level The UK?
38:58 Boris' Career Rundown
39:28 Did You Expect To Win The London Mayorship?
41:53 You Had 3 Significant Country Events, Do You Wish It Was Different?
43:34 Did You Think You Were Going To Win The Brexit Vote?
45:46 Your Secret Pro-Remain Letter
49:50 You Had No Plan After Brexit
01:00:09 Did David Cameron React Badly When You Said You Were Going To Leave?
01:02:01 How Does Someone Get A High-Level Job Without Having Done It Before?
01:04:07 If You're In Politics, You Need To Be Okay With Public Attacks
01:05:38 Is Politics All About Bringing Your Friends Up With You?
01:07:07 Do You Regret Brexit?
01:10:21 What Have The Downsides Of Brexit Been?
01:14:13 When Was The First Time You Heard About This Virus?
01:18:41 When Did You Call China To Address Covid
01:20:03 The Virus Was Actually Created In A Lab
01:21:05 Call Trump To Talk About Covid
01:21:57 Lockdowns
01:27:46 Were The Lockdowns Even Worth It
01:29:20 The Tiering System Was Bonkers
01:31:14 Was There A Mental Toll On You?
01:32:59 The Impact Of The Death Of Your Mother
01:36:58 Party Gate
01:47:41 How Many Children Do You Have?
01:48:05 Charlotte Owen
01:48:15 What Happens Next For Boris Johnson
01:49:52 Last Guest Question

You can purchase Boris’ book, ‘Unleashed’, here: https://g2ul0.app.link/C9fcSpmAyNb 

🌟 Get access to exclusive Diary of a CEO content: https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb 

Sponsors:
PerfectTed - https://www.perfectted.com with code DIARY40 for 40% off",1521363,32301311,1273,18.69,11086,581,33050,2136,6677,22997,https://img.youtube.com/vi/6bL24eHvwoc/hqdefault.jpg,https://img.youtube.com/vi/6bL24eHvwoc/maxresdefault.jpg
eOnIWDMNyfE,The Nutritional Scientist Do Not Eat After 9pm Link Between Chewing Belly Fat,2025-01-27,"Dr Sarah Berry is a Professor in the Department of Nutritional Sciences at King's College London and Chief Scientist at ZOE. She is also the lead nutritional scientist on the PREDICT program, the world’s largest in-depth nutritional research programme. 

00:00 Intro
02:04 Two Decades Studying the Impact of Food on Our Health
04:52 What Is the Food Matrix and How Does It Affect Our Health?
07:03 Why Do We Need Processed Food?
08:15 When Is Processed Food Bad?
11:09 How Long Does It Take for My Brain to Realise I’m Eating?
11:54 Does the Food Industry Engineer Food to Be Highly Palatable?
14:04 The Importance of Eating Slowly
19:43 Research on Almonds and Why They Don’t Fully Break Down
26:15 The Role of Fiber in Diet and Health
29:00 Cardiovascular Disease and the Link to Unhealthy Snacks
32:51 Is There a Knock-On Effect From Having One Snack?
36:55 Does It Matter How Often We Eat?
39:05 Is Eating at Night Bad for You?
43:45 Sleep Is the Pinnacle
48:01 How to Handle Sleep When You’re a Parent
50:13 Stress and Its Effect on Eating
52:44 Sarah Still Makes Bad Choices
54:21 What Does Sarah Think of Diets?
57:52 Sarah’s Thoughts on Fasting and Calorie Restriction
01:00:44 What Is Social Jet Lag?
01:18:46 The Lies About Dairy
01:21:10 Myths About Nuts
01:22:28 Other Lies We Are Told
01:22:40 What Is Cholesterol?
01:27:46 What Is a Saturated Fat?
01:32:26 What Foods Contain Saturated Fats?
01:33:32 Sarah’s Principles for Eating
01:34:53 Why Does Chewing More Have an Impact?
01:37:52 Menopause and Diet
01:42:29 When Do Perimenopausal Symptoms Occur?
01:45:48 The Confusion and Gaslighting Around Menopause
01:51:05 Advice for Women Going Through Menopause
01:55:21 Does Health Affect the Level of Symptoms in Menopause?
01:56:03 Ads
01:57:49 What Haven’t We Talked About?
02:00:32 How Can We Make the World Better?
02:04:41 What Is Something That People Disagree With?

Follow Dr Sarah: 
Instagram - https://g2ul0.app.link/QfpwquIcqQb 
Twitter -  https://g2ul0.app.link/A2oDxYJcqQb 

Independent Fact Check: https://stevenbartlett.com/wp-content/uploads/2025/01/DOAC-Dr-Sarah-Berry-literature.pdf

🚀The 1% Diary is back - and it won’t be around for long, so act fast! https://bit.ly/1-Diary-Megaphone-ad-reads

My new book! 'The 33 Laws Of Business & Life' is out now - https://g2ul0.app.link/DOACBook 

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb 

Sponsors:
Shopify - https://shopify.com/bartlett
ZOE - http://joinzoe.com with code STEVEN10 for 10% off 
Linkedin Jobs - https://www.linkedin.com/doac",543754,11547416,1274,16.15,1838,472,11667,2749,2674,9401,https://img.youtube.com/vi/eOnIWDMNyfE/hqdefault.jpg,https://img.youtube.com/vi/eOnIWDMNyfE/maxresdefault.jpg
hQ78Hpwrt80,The Muscle Growth Doctor: Exercise At Night Is A Terrible Idea! Grip Strength = Disease! Andy Galpin,2024-02-26,"Dr Andy Galpin, PhD, is Professor of Kinesiology (the study of movement) at California State University, Fullerton. He is the Co-Director of the Center for Sport Performance and Founder/Director of the Biochemistry and Molecular Exercise Physiology Laboratory.

00:00 Intro
02:49 Enhancing People's Physical & Cognitive Performance
04:54 Why You Care About Human Performance?
10:37 What's Your Academic Background
11:36 What's the Range of People That Come to You & What Do They Want Fixing?
14:21 What Stops Us from Reaching Our Optimal Performance?
20:51 How Vitamin Deficiencies Affect Our Body
24:35 Why We Don't Get Accurate Results from Blood Tests
28:20 You Need to Understand Why Your Body Markers Are Down
32:23 Why People Struggle to Sleep
37:21 How to Improve Your Sleep
42:57 Is 8h the Optimal Sleep Time?
48:32 The Misconceptions of Sleep Debt
50:49 The Power of Doing Tasks at Your Usual Circadian Times
55:02 Environmental Factors That Affect Our Sleep
01:04:55 Create the Optimal Environment for Restorative Sleep
01:06:34 Sleep Debt
01:09:50 How to Stop Travels Disrupting Your Sleep
01:12:06 How Important Is Your Heart Rate Variability (HRV)?
01:13:33 The Impact of Keto Diet and Carbs on Your HRV?
01:16:16 The Effects of Introducing Carbs Back into Your Diet
01:18:20 How to Have a Healthy HRV?
01:23:15 Good Morning Routines for Improved HRV
01:27:52 Does Red Light Have an Effect on Our Bodies?
01:30:14 The Importance of Choosing the Right Training Exercises
01:31:08 Gain Muscle Mass and Stay Lean
01:34:57 When to Eat When Exercising
01:36:56 Best Training for Best & Lasting Performance
01:39:00 The Death Dangers of Falling at 60+ Years Old
01:42:09 What Is VO2 Max?
01:44:41 What VO2 Max Says About Your Health
01:49:11 People Don't Believe Their Health Problems Can Be Fixed
01:52:02 The Exercise and Steps to Improve VO2 Max
01:54:21 To Build Muscle You Need to Add Variations to Your Exercise Routine
01:58:31 Creatine Benefits for Your Body
02:03:47 Fat Loss
02:11:08 Depriving Yourself from Food Isn't Beneficial in Weight Loss
02:12:12 Why Should You Do Strength Before Endurance?
02:12:36 How Technology Will Shape Our Health
02:18:18 The Impact of Minimizing Stressors in Our Lives
02:24:21 Last Guest Question

Follow Dr Andy
Twitter - https://bit.ly/3IasClR
Instagram - https://bit.ly/3wuEigJ

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

You can get yourself a CO2 monitor here: https://amzn.to/3uKGT5y

Get tickets to The Business & Life Speaking Tour: https://stevenbartlett.com/tour/

Follow me:
https://beacons.ai/diaryofaceo

Sponsors: 
WHOOP: https://join.whoop.com/en-uk/CEO
ZOE: http://joinzoe.com with an exclusive code


This episode of The Diary Of A CEO was filmed at Gold Tree Studios, located in the heart of the Sunset Strip, West Hollywood, California",2966790,63021837,1274,14.29,20244,779,62700,1485,1990,46377,https://img.youtube.com/vi/hQ78Hpwrt80/hqdefault.jpg,https://img.youtube.com/vi/hQ78Hpwrt80/maxresdefault.jpg
k8voKz-2vBU,"Ant Middleton Opens Up About His Personal Demons, Being ""Cancelled"" & His Spirituality | E74",2021-03-29,"This weeks episode entitled  'Ant Middleton Opens Up About His Personal Demons, Being ""Cancelled"" & His Spirituality' topics:

0:00 Intro
1:55 Exorcising my demons 
15:01 What shaped you to who you are today? 
30:40 Why is being honest with yourself so hard these days? 
40:59 Cancel culture 
50:58 Cutting myself off emotionally 
57:51  Whats the worst thing that you brought back from war? 
01:02:51 How important is personal responsibility?
01:10:25 Flipping a negative into a positive  
01:22:09 How to have a mindset like you? 
01:31:30 Spirituality

Ant:
https://www.instagram.com/antmiddleton/
https://twitter.com/antmiddleton
https://www.antmiddleton.com/

Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast/the-diary-of-a-ceo-by-steven-bartlett/id1291423644
Spotify - https://open.spotify.com/show/7iQXmUT7XGuZSzAMjoNWlX

My book: 
(UK, US, AUS, NZ Link) - http://hyperurl.co/xenkw2
(EU & Rest of the World Link) https://www.bookdepository.com/Happy-Sexy-Millionaire-Steven-Bartlett/9781529301496?ref=grid-view&qid=1610300058833&sr=1-2

FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://twitter.com/SteveBartlettSC
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/


Sponsors:
https://uk.huel.com/
https://fiverr.com/ceo",776954,16522520,1275,21.53,6381,120,10133,330,945,4753,https://img.youtube.com/vi/k8voKz-2vBU/hqdefault.jpg,https://img.youtube.com/vi/k8voKz-2vBU/maxresdefault.jpg
hCW2NHbWNwA,"No.1 Neuroscientist: Stress Leaks Through Skin, Is Contagious & Gives You Belly Fat!- Dr. Tara Swart",2023-09-25,"If you enjoy hearing about neuroscience and the power of the brain, I recommend listening to my conversation with Dr. Tali Sharot: https://www.youtube.com/watch?v=0DZK1nawEXQ 

0:00 Dr Tara Swart - Neuroscientist on how your brain influences your health, relationships and well-being.
02:06 💼 How to improve my brain health?
13:04 🩸 How to lose stomach fat
16:03 👥 The affect stress has on women
24:00 🛌 How to improve memory
25:52 🧠 How to prevent Alzheimer's and Parkinson’s
30:28 👩‍❤️‍👨 Key things for a better relationship
38:04 🧠 How does intuition works & why you should always follow it
44:11 🧠 How did the pandemic affect our stress levels & mental health?
46:32 🌿 Why nature is really important for your health
47:13 🤝 How to find your purpose & why its vital for your mental health
01:00:01 🧠 What is neuroplasticity & why you should learn everything about it
01:07:04 🧠 How to stop my bad habits
01:10:11 🧬 How do I cope with trauma?
01:16:02 🤰 Can stress affect pregnancy?
01:23:45 🧠 How does neuroplasticity works?
01:27:12 🏋️‍♂️ How do I improve my memory?
01:30:01 🍇 What is the best diet?
01:30:55 🧠 What is the importance of neuroplasticity?
01:34:15 💬 How does what I say affect my brain? 
01:39:12 👫 Qualities to look for in a partner
01:44:23 🧠 How is ADHD and autism diagnosed?
01:53:20 🗣️ How does what I say affect my behaviour?
01:58:32 🙏 How does visualisation work?

You can purchase Tara’s book, ‘The Source’, here: https://amzn.to/461TDRS

Follow Tara:
Instagram: https://bit.ly/48hJ1k2 
Twitter: https://bit.ly/46gqYZI 

My new book! 'The 33 Laws Of Business & Life' is out now: https://smarturl.it/DOACbook

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Follow me: 
Instagram: http://bit.ly/3nIkGAZ
Twitter: http://bit.ly/3ztHuHm
Linkedin: https://bit.ly/41Fl95Q
Telegram: http://bit.ly/3nJYxST

Sponsors:
https://www.eightsleep.com/uk/steven/
CODE: STEVEN (save $150 on the Pod Cover)
Huel: https://g2ul0.app.link/G4RjcdKNKsb",15793986,336070198,1276,17.08,233313,4418,317704,6496,12236,419514,https://img.youtube.com/vi/hCW2NHbWNwA/hqdefault.jpg,https://img.youtube.com/vi/hCW2NHbWNwA/maxresdefault.jpg
OTrTqs9FLq0,The Muscle Building Expert: They’re Lying To You About Workout Hours! Dr Michael Israetel,2024-09-12,"Dr Michael Israetel is a renowned sports science and nutrition expert, he is also the co-founder of Renaissance Periodization, a company that offers science-backed fitness advice. He is the author of books such as, ‘Scientific Principles of Hypertrophy Training’.

00:00 Intro  
02:27 What Is Michael's Mission?  
03:28 Biggest Myths And Rebuttals Why People Can't Get Into Shape  
08:00 Why Does It Matter To Be In Good Shape?  
11:37 What Is Your Background?  
13:31 Where Do People Start With Their Body Journey?  
17:46 Work Outs At Home With 20lb Dumbbells 
19:31 Gym Anxiety  
22:23 The Science To Muscle Growth  
27:19 How Many Sets And How Often Will Grow Muscle?  
29:32 What's Going On In Our Muscles To Make Them Grow?  
33:31 How Long Will It Take For Me To Lose Muscle?  
38:28 Warming Up For Workouts  
43:32 Common Gym Mistakes People Make  
45:44 Best Foods To Grow Muscle  
47:40 Is Intermittent Fasting Good For Muscle Gain?  
48:48 Pre Work Out & Caffeine Stimulants  
51:49 Calories Are The Only Thing That Matters  
57:16 The Dangers Of Calories Out & Calories In  
58:52 Body/Muscle Dysmorphia & Mental Illnesses  
01:03:30 The Myths About Weight Loss And What Hold People Back  
01:06:19 The Biggest Myths Around Weight Loss  
01:06:56 How Much Of Weight Loss Is Diet?  
01:12:04 Cardio Vs Strength For Weight Loss  
01:14:40 What Supplements To Take  
01:18:19 What About Steroids?  
01:20:07 How Quickly Do You Notice A Difference On Steroids?  
01:20:44 Do You Need To Work More When You're On Steroids?  
01:21:18 What Are The Downsides Of Steroids?  
01:23:17 Shrinkage Of Manhood On Steroids  
01:25:33 Psychological Implications Of Steroids Michael Has Suffered With  
01:28:20 With All The Risks With Steroids, What's The Point?  
01:30:33 Why Michael Wanted To Be So Big  
01:32:58 How Michael Felt About Being Bullied  
01:39:18 Why Steven Does What He Does  
01:46:12 Building Belief Through Evidence  
01:52:42 Guest's Last Question  

Follow Dr Michael:
Instagram - https://g2ul0.app.link/hy2H4ERONMb
Twitter - https://g2ul0.app.link/xymbLhPONMb

You can learn more about ‘Renaissance Periodization’, here: https://g2ul0.app.link/4ULqGyNONMb

You can purchase Dr Michael’s book, ‘Scientific Principles of Hypertrophy Training’, here: https://amzn.to/4elAqiK 

Get access to exclusive Diary of a CEO members content here: https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Get your hands on the brand new Diary Of A CEO Conversation Cards here: https://appurl.io/iUUJeYn25v

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb

Sponsors:
WHOOP - https://join.whoop.com/en-uk/CEO
ZOE - http://joinzoe.com with an exclusive code CEO2024 for 10% off
Colgate - https://www.colgate.com/en-gb/colgate-total",4494556,95787844,1278,17.89,29511,845,93117,2284,4172,49180,https://img.youtube.com/vi/OTrTqs9FLq0/hqdefault.jpg,https://img.youtube.com/vi/OTrTqs9FLq0/maxresdefault.jpg
SNuHbJbuUZE,This Statistically Is The Best Age To Get Married So You Don't Get A Divorce!,2024-03-11,"Lori Gottlieb is a psychotherapist and a bestselling author, she is also the co-host of the ‘Dear Therapists’ podcast. Her New York Times bestselling books include, ‘Maybe You Should Talk to Someone’ and ‘Mr Good Enough’.

00:00 Intro
02:42 How to Live the Life You Want
05:40 Lack of Human Connections Leads to Relationship Pressure
06:55 Why the Majority Aren't Satisfied with Their Relationships
08:35 The Need to Be Understood
10:21 Why Men Struggle More Opening Up in the Relationship
17:08 Setting Unreal Expectations When Looking for a Partner
20:14 We're Too Picky on Dating Apps
25:33 High Expectations, Can They Be Lowered?
29:40 Gender Differences in Dating
34:18 The Type of People That Seek Bad Partners
35:45 How to Help Those People
37:23 Financial Differences in Dating
43:27 People Are Choosing Not to Have Kids and Get Married
49:36 What Happens When a Woman Earns More in the Relationship
51:42 The Big Debate on a First Date
57:09 Red Flags in First Dates
01:00:27 The Age You Marry Is Linked to Divorce Risk
01:04:08 You Need to Learn to Unknow Yourself
01:06:11 The Impact of Seeking Approval
01:12:56 When Your Friends Sabotage You When You Try to Change
01:21:20 Do Women Express More Emotion Than Men?
01:23:12 Do Our Dreams Have True Meanings?
01:25:44 The Safety of Self-Compassion
01:27:31 The Opposite of Depression Isn't Happiness
01:30:22 The Grief of Heartbreak and How to Recover
01:38:27 How to Help Someone Going Through Heartbreak
01:45:38 The Last Guest Question

You can find the link to the graph on age and divorce risk here: https://bit.ly/49KpKrM

You can pre-order Lori’s book, ‘Maybe You Should Talk to Someone’, here: https://amzn.to/4a9IVv8

Follow Lori
Twitter - https://bit.ly/434PAEB
Instagram - https://bit.ly/3PeOVup

Follow our Shorts channel for more content:
https://www.youtube.com/@TheDiaryofaCEOShorts

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Follow me:
https://beacons.ai/diaryofaceo

Sponsors:
WHOOP: https://join.whoop.com/en-uk/CEO
ZOE: http://joinzoe.com with an exclusive code CEO2024 for 10% off

This episode of The Diary Of A CEO was filmed at Gold Tree Studios, located in the heart of the Sunset Strip, West Hollywood, California",1337148,28576828,1282,19.59,7231,397,28634,1693,2924,21705,https://img.youtube.com/vi/SNuHbJbuUZE/hqdefault.jpg,https://img.youtube.com/vi/SNuHbJbuUZE/maxresdefault.jpg
2q69Id3-Amk,Sadiq Khan: The Dark Side Of The Police. How Safe Are We REALLY? | E216,2023-01-26,"Sadiq Khan has been serving as the mayor of London since 2016. Before this he was the Labour MP for Tooting from 2005 to 2016. In 2018 he was one of Time magazines most influential people in the world.

Topics
0:00 Intro
02:23 Early years 
08:14 Working all the time
14:21 Why are you a politician?
20:05 What direction do you think  London has gone in in the last 10 years?
28:31 The knife crime problem
33:48 Police officers attacking women 
37:56 Ads 
39:56 Your hardest day as mayor
45:24 Donald trump & your faith
49:57 Have you ever felt your safety at risk? 
57:07 Suffering during covid
59:56 Where have you let yourself down
01:02:30 Politicians not being honest 
01:05:24 What’s labor doing wrong?
01:11:05 Why don’t politicians lead with emotion?
01:16:13 What are you most proud of? 
01:19:22 Your father
01:22:39 The last guest question 

Sadiq:
Instagram - https://bit.ly/3j7Mehi
Twitter - https://bit.ly/3j7ZXou

Join this channel to get access to perks:
https://bit.ly/3Dpmgx5


Listen on:
Apple podcast - https://apple.co/3TTvxDf
Spotify - https://spoti.fi/3VX3yEw


Follow:
Instagram: https://bit.ly/3CXkF0d
Twitter: https://bit.ly/3ss7pM0
Linkedin: https://bit.ly/3z3CSYM
Telegram: https://g2ul0.app.link/SBExclusiveCommunity



Sponsors:
Bluejeans: https://g2ul0.app.link/NCgpGjVNKsb
Huel: https://g2ul0.app.link/G4RjcdKNKsb",210809,4513312,1284,23.85,1443,151,4206,432,1109,1585,https://img.youtube.com/vi/2q69Id3-Amk/hqdefault.jpg,https://img.youtube.com/vi/2q69Id3-Amk/maxresdefault.jpg
tKIFHQShPnA,"James Bay: Imposter Syndrome, Trauma & Controlling The Voice In Your Head | E166",2022-08-04,"James Bay is a BRIT-award winning musician who’s sold over 5 million records, and one of the most personal and authentic artists working in the field today. Never afraid to wear his heart on his sleeve in his work, his artistry has helped millions of people articulate feelings in their own heart of love, regret, and friendships made and ended.

00:00 Intro 
01:30 Childhood
08:50 Idle time, insecurities & expectations
23:13 Becoming a musician and its learnings 
35:06 How did it change your life? 
45:10 Your albums and their influence
49:45 Would you change anything?
52:01 Your mental health
01:02:15 The consequences and symptoms of your inner voice
01:15:26 The cost of fame
01:22:54 Your partner
01:29:17 Your latest album
01:40:31 Our last guest’s question


James: 
https://twitter.com/JamesBayMusic
https://www.instagram.com/jamesbaymusic/

James’ new album:
https://www.jamesbay.com


Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast...
Spotify - https://open.spotify.com/show/7iQXmUT...

FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://twitter.com/SteveBartlettSC
Linkedin: https://www.linkedin.com/in/stevenbar...

Sponsors:
Huel - https://my.huel.com/Steven
BlueJeans - https://www.bluejeans.com/

Carpets gifted from Tapi - https://bit.ly/3P10anj

Chandelier & Lights gifted from Tom Kirk Lighting  - https://bit.ly/3Q6vJxd",113185,2421974,1284,20.37,508,32,2959,46,219,1068,https://img.youtube.com/vi/tKIFHQShPnA/hqdefault.jpg,https://img.youtube.com/vi/tKIFHQShPnA/maxresdefault.jpg
nTWXfo7narw,Esther Perel: The 3 Attachment Styles & Why You’re Struggling With Love!,2023-12-07,"If you enjoyed this video, I recommend you check out my conversation with dating expert Logan Ury, which you can find here: https://www.youtube.com/watch?v=ow3ao6YsCgQ

00:00 Intro
03:02 Improving & Reviving People’s Relationships
06:17 The Impact of Childhood on Relationship Patterns
13:16 Navigating Couple Dynamics
24:41 Invest in Your Relationship
31:57 Reviving the Spark
34:51 The Words You Need To Use In Your Relationship
38:03 Transforming Conflict into Connection
46:36 Challenges of Connection in the Next Generations
49:27 Are Younger Generations Less Resilient?
51:19 Eroticism 
56:44 Managing Expectations on Your Relationship
59:55 Romanticism in Relationships
01:02:17 The Power of Communication
01:06:25 Feminism, Gender Roles, and Sexual Dynamics
01:12:09 Are Couples Having Less Sex?
01:17:40 The Impact of Pornography on Relationships
01:19:42 Why Relationships Can Go Sexless For Years and How To Fix It
01:28:35 Ads
01:30:13 The Sex Game
01:35:56 The Real Reason People Cheat
01:42:41 Introducing New Things into Your Relationship
01:52:24 Actionable Advice for Couples 
01:59:02 Last Guest Question


Follow Esther:
Instagram: https://bit.ly/3Gx63qy
Twitter: https://bit.ly/3T7vN4k

Esther’s book: https://amzn.to/48wdA4X

My new book! 'The 33 Laws Of Business & Life' is out now:
https://smarturl.it/DOACbook

Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast/the-diary-of-a-ceo-by-steven-bartlett/id1291423644
Spotify - https://open.spotify.com/show/7iQXmUT7XGuZSzAMjoNWlX

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://x.com/StevenBartlett?s=20
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/

Sponsors:
Huel: https://g2ul0.app.link/G4RjcdKNKsb
Eight Sleep: https://www.eightsleep.com/uk/steven/
CODE: STEVEN (save $150 on the Pod Cover)
ZOE: http://joinzoe.com with an exclusive code CEO50",1699578,36447507,1286,17.48,8468,454,44292,722,2002,59308,https://img.youtube.com/vi/nTWXfo7narw/hqdefault.jpg,https://img.youtube.com/vi/nTWXfo7narw/maxresdefault.jpg
0KDESUdPRXs,Dermalogica Founder: Building A Billion Dollar Business While Looking After Your Mental Health,2022-06-13,"This episode is part of our USA series, over the coming weeks you will get to see some incredible conversations with guests the likes of which we’ve never seen before. Bringing more value, more incredible stories, and more world-beating expertise. 

Jane Wurwand is the co-founder of Dermalogica, which revolutionised skincare for millions of people worldwide. One of the first skincare brands when it launched in the 1980s, Jane got people to care about something they didn't realise was important. Today she finally tells her incredible story in this conversation and in her new book, Skin in the Game.

Topics:
00:00 Intro
01:39 How did you become the person you're today
12:43 How did moving to South Africa impact you? 
16:59 Starting up as an entrepreneur and moving to LA
28:12 What made you a good entrepreneur?
34:55 Attention to detail
38:13 How to turn your weakness into a strength
41:51 Leadership and decision making
45:55 Dermalogica's journey
50:48 The cost of working hard
57:45 Therapy and finding who you are
01:05:42 Dealing with insomnia and anxiety
01:12:24 Allocating time to your true priorities
01:17:13 Acquisition of Dermalogica
01:22:32 Our last guest’s questions

Jane:
https://www.instagram.com/janewurwand/?hl=en

Jane’s book:
https://bit.ly/3KfGpqt

Dermalogica:
https://bit.ly/3uWKitZ

Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast/the-diary-of-a-ceo-by-steven-bartlett/id1291423644
Spotify - https://open.spotify.com/show/7iQXmUT7XGuZSzAMjoNWlX



FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://twitter.com/SteveBartlettSC
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/


Sponsors:
Huel - https://my.huel.com/Steven
Myenergi - https://bit.ly/3oeWGnl

Location courtesy of The Nightfall Group: www.nightfallgroup.com",105218,2255481,1286,25.25,611,26,2441,29,203,1698,https://img.youtube.com/vi/0KDESUdPRXs/hqdefault.jpg,https://img.youtube.com/vi/0KDESUdPRXs/maxresdefault.jpg
jSqCL7Npln0,Andrew Huberman: You Must Control Your Dopamine! The Shocking Truth Behind Cold Showers!,2024-08-29,"Andrew Huberman is a professor of neurobiology and ophthalmology at the Stanford University School of Medicine and host of the health and science podcast, ‘Huberman Lab’. 

00:00 Intro
02:41 What Is Your Mission In Life?
05:55 How Andrew Huberman Became The Expert We Know Today
29:06 Unlocking High Performance By Loving What You Do
34:17 The Powerful Letter I Sent To My Parents
38:35 What It Takes To Make A Big Life Change
42:07 Neuroplasticity: How To Change Your Brain At Any Age
51:20 How To Break A Bad Habit For Good
01:00:44 Does Manifesting Actually Work?
01:08:06 Can Competition Be Destructive To Your Growth?
01:14:19 Understanding The Dopamine Loops In The Brain
01:20:13 How Our Body’s Dynamic Systems Help Us Overcome Challenges
01:26:09 Why More Is Not Always Better
01:32:20 How To Raise Your Baseline Dopamine Levels
01:33:33 Introverts vs Extroverts: Managing Your Energy Levels
01:40:26 Replenish Your Energy
01:46:34 The Importance Of Morning Sunlight For Your Health
01:49:42 The Hidden Dangers Of Shift Work
01:53:59 Understanding Food Addiction: Causes And Solutions
02:07:02 Sleeping Patterns: Biology vs Bad Habits
02:17:24 How Extreme Temperature Changes Affect Your Body
02:20:59 Ads
02:21:59 The Link Between P*rnography And Dopamine
02:36:37 What’s The Best Alternative To P*rnography?
02:42:58 The Surprising Link Between Fulfilment & P*rnography Addiction
02:49:04 Why Social Interactions Are Crucial For Mental Health
03:00:51 How To Handle False Accusations
03:10:13 How I Felt Through The Whole Process
03:14:30 Why It’s Hard To Let Go And How To Overcome It
03:30:24 I Was Forced Into Therapy
03:45:18 Did You Thank Your Friends For Their Support?
03:50:50 Lessons A 12 And 9-Year-Old Taught Me
03:52:34 The Medicinal Effect Of Friendship
03:55:59 What Is The True Meaning Of Life & Why Do You Exist?

Follow Andrew: 
Podcast - https://g2ul0.app.link/0DRgdexCqMb 
Instagram - https://g2ul0.app.link/FdIdvMqCqMb 
Twitter - https://g2ul0.app.link/4qZJRTtCqMb 

You can pre-order Andrew’s book, ‘Protocols’, here: https://g2ul0.app.link/9mouq1NCqMb

Get access to exclusive Diary of a CEO members content here: https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb

Sponsors:
PerfectTed: https://bit.ly/PerfectTed-DIARY40 with an exclusive code DIARY40 for 40% off",3491254,74928987,1287,8.87,25586,915,77244,1655,3388,47640,https://img.youtube.com/vi/jSqCL7Npln0/hqdefault.jpg,https://img.youtube.com/vi/jSqCL7Npln0/maxresdefault.jpg
